price,id,name,stats,description,dna,genesis,Species,Rarity Class,Head,Face,Skin,Eyes,Mouth,Earrings,Headgear,Body,Legs,LegAccessories,Background,Perk 1,Perk 2,collectionName,gameName,level,character_tokens,health,shield,talent_points_available,talent_points_total,earn_rate,Overachiever,Hodler,Grounded,Stonewall,Adrenaline Rush,Overshield,Black Widow,Galvanized,Nano Meds,Resilience,Cold Blooded,Perseverance,Escape Artist,Scavenger,Cool Moves,Brawler,Automatic Weapons Proficiency,Scatter Weapons Proficiency,Precision Weapons Proficiency,Explosive Weapons Proficiency,Elemental Weapons Proficiency
6.5,13241,Genesis Space Ape #13241,https://metadata.verko.io/dynamic/1/13241,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",00000000001503000000090308,True,Genesis Space Ape,Bronze,Default,None,Black,Sad,Bored Cigarrette,None,None,Default,Tactical Pants Blue,Company Bags Green,Desert,Scatter Weapons Proficiency,Overshield,Genesis Space Ape,Cantina Royale,6,1531,3088,1602,0,0,1.48,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
15.0,2571,Genesis Space Ape #2571,https://metadata.verko.io/dynamic/1/2571,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",00030000122310023471181a0b,True,Genesis Space Ape,Epic,Default,None,Zombie,Holographic Green,Discomfort,Gold Cross,Combat Helmet Blue,Rogue Armor Orange,Pilot Pants White,Quad Grenades 2 Green,Outworld,Explosive Weapons Proficiency,Brawler,Genesis Space Ape,Cantina Royale,1,0,2900,1600,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0
10.0,3149,Genesis Space Ape #3149,https://metadata.verko.io/dynamic/1/3149,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",000200000d091a04327e230b0a,True,Genesis Space Ape,Gold,Default,None,Robot,Cyborg,Phoneme Vuh,Gold Hoop,Cowboy Hat White,Mercenary Armor Mk.2 Red,Mercenary Pants Black,Dual Dagger Holster Black,Golden,Cold Blooded,Stonewall,Genesis Space Ape,Cantina Royale,1,0,2800,1500,0,0,1.0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
5.2,4301,Genesis Space Ape #4301,https://metadata.verko.io/dynamic/1/4301,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",00020000232818003a660b250a,True,Genesis Space Ape,Gold,Default,None,ShinySilver,Space Goggles Blue,Phoneme L,None,Fawks Hawk White,Pilot Armor Blue,Tactical Pants Green,Tactical Bags Brown,Golden,Galvanized,Overachiever,Genesis Space Ape,Cantina Royale,1,0,2800,1500,0,0,1.0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
4.1,13052,Genesis Space Ape #13052,https://metadata.verko.io/dynamic/1/13052,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",00000000041709000041182608,True,Genesis Space Ape,Bronze,Default,None,Cream,Sleepy,Unshaven,None,None,Tank Shirt Red,Pilot Pants White,Tactical Bags Green,Desert,Perseverance,Stonewall,Genesis Space Ape,Cantina Royale,3,22,2731,1417,0,0,1.17,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
19.5,618,Genesis Space Ape #618,https://metadata.verko.io/dynamic/1/618,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",000400001b0111094f631b310c,True,Genesis Space Ape,Legendary,Default,None,Iridescent,Angry,Dumbfounded,Gold Double Helix,Headband Red,Titan Armor Mk.2 Neon,Pilot Pants Brown,Titan Bags Brown,Neon,Stonewall,Hodler,Genesis Space Ape,Cantina Royale,8,1038,3932,2286,10,10,1.74,0,11,0,10,0,0,0,0,0,0,0,0,4,1,0,0,0,3,0,0,1
5.0,3498,Genesis Space Ape #3498,https://metadata.verko.io/dynamic/1/3498,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",000200001619180d3a56152e0a,True,Genesis Space Ape,Gold,Default,None,Tiger,Wide Eyed,Phoneme L,Gold Double Hoop,Fawks Hawk White,Company Armor Mk.2 Orange,Titan Pants Orange,Tech Belt Red,Golden,Cold Blooded,Grounded,Genesis Space Ape,Cantina Royale,1,0,2800,1500,0,0,1.0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
13.0,587,Genesis Space Ape #587,https://metadata.verko.io/dynamic/1/587,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",000400001b091c104f6a14180c,True,Genesis Space Ape,Legendary,Default,None,Iridescent,Cyborg,Rage,Ear Tag,Headband Red,Pilot Armor Mk.2 Orange,Titan Pants Blue,Quad Grenades 1 Black,Neon,Cold Blooded,Scatter Weapons Proficiency,Genesis Space Ape,Cantina Royale,10,1056,4365,2538,20,20,2.03,2,0,0,0,0,3,0,3,3,3,10,3,0,0,0,3,0,10,0,0,0
15.0,359,Genesis Space Ape #359,https://metadata.verko.io/dynamic/1/359,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",0004000018010909587c13210c,True,Genesis Space Ape,Legendary,Default,None,Citrine,Angry,Unshaven,Gold Double Helix,Space Helmet Black,Mercenary Armor Mk.2 Green,Titan Pants Green,Pilot Bags Green,Neon,Adrenaline Rush,Automatic Weapons Proficiency,Genesis Space Ape,Cantina Royale,3,10,3151,1833,0,0,1.17,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
35.0,595,Genesis Space Ape #595,https://metadata.verko.io/dynamic/1/595,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",000400001e28090b505f142d0c,True,Genesis Space Ape,Legendary,Default,None,Radioactive,Space Goggles Blue,Unshaven,Gold Triple Helix,Headband Black,Titan Armor Mk.2 Red,Titan Pants Blue,Tech Belt Orange,Neon,Scavenger,Grounded,Genesis Space Ape,Cantina Royale,16,3357,6000,3489,50,50,3.26,1,0,10,3,0,3,0,0,4,0,0,2,0,10,0,1,2,1,3,3,8
15.0,1404,Genesis Space Ape #1404,https://metadata.verko.io/dynamic/1/1404,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",000300001c09160f355e14290b,True,Genesis Space Ape,Epic,Default,None,Midnight,Cyborg,Jovial,Gold Double Stud,Combat Helmet Orange,Titan Armor Neon,Titan Pants Blue,Tech Belt Brown,Outworld,Overachiever,Galvanized,Genesis Space Ape,Cantina Royale,1,0,2900,1600,0,0,1.0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
3.5,9939,Genesis Space Ape #9939,https://metadata.verko.io/dynamic/1/9939,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",000000000b191a00002d0b2808,True,Genesis Space Ape,Bronze,Default,None,Pink,Wide Eyed,Phoneme Vuh,None,None,Leather Vest Brown,Tactical Pants Green,Tactical Bags Yellow,Desert,Scavenger,Explosive Weapons Proficiency,Genesis Space Ape,Cantina Royale,2,220,2652,1376,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0
1.39,13548,Genesis Space Ape #13548,https://metadata.verko.io/dynamic/1/13548,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",000000000815030000001c2808,True,Genesis Space Ape,Bronze,Default,None,Golden Brown,Sad,Bored Cigarrette,None,None,Default,Pilot Pants Black,Tactical Bags Yellow,Desert,Nano Meds,Hodler,Genesis Space Ape,Cantina Royale,3,481,2731,1417,0,0,1.17,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
2.2,11988,Genesis Space Ape #11988,https://metadata.verko.io/dynamic/1/11988,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",0000000000151a00003d0a3308,True,Genesis Space Ape,Bronze,Default,None,Black,Sad,Phoneme Vuh,None,None,Tank Shirt Orange,Tactical Pants Red,Titan Bags Blue,Desert,Galvanized,Explosive Weapons Proficiency,Genesis Space Ape,Cantina Royale,1,18,2600,1350,0,0,1.0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0
7.9,1129,Genesis Space Ape #1129,https://metadata.verko.io/dynamic/1/1129,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",00030000030f11003a6c18370b,True,Genesis Space Ape,Epic,Default,None,Cheetah,Eyepatch,Dumbfounded,None,Fawks Hawk White,Pilot Armor Mk.2 Blue,Pilot Pants White,Waistband Blue,Outworld,Grounded,Cold Blooded,Genesis Space Ape,Cantina Royale,3,43,3046,1677,0,0,1.17,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
3.0,13313,Genesis Space Ape #13313,https://metadata.verko.io/dynamic/1/13313,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",00000000001500000048082508,True,Genesis Space Ape,Bronze,Default,None,Black,Sad,Bored,None,None,Tactical Vest Black,Tactical Pants Orange,Tactical Bags Brown,Desert,Resilience,Galvanized,Genesis Space Ape,Cantina Royale,3,17,2731,1417,0,0,1.17,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0
6.0,12875,Genesis Space Ape #12875,https://metadata.verko.io/dynamic/1/12875,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",0000000009011b000038080108,True,Genesis Space Ape,Bronze,Default,None,Gray,Angry,Phoneme Wah,None,None,T Shirt Blue,Tactical Pants Orange,Ammo Belt,Desert,Cold Blooded,Perseverance,Genesis Space Ape,Cantina Royale,1,0,2600,1350,0,0,1.0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0
12.8,466,Genesis Space Ape #466,https://metadata.verko.io/dynamic/1/466,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",00040000220510024b5f20070c,True,Genesis Space Ape,Legendary,Default,None,Scorched,Bored,Discomfort,Gold Cross,Round Helmet Red,Titan Armor Mk.2 Red,Rogue Pants Green,Dagger Holster Green,Neon,Scavenger,Cool Moves,Genesis Space Ape,Cantina Royale,5,405,3405,1980,0,0,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0
9.6,1068,Genesis Space Ape #1068,https://metadata.verko.io/dynamic/1/1068,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",000300001c0b1b06567622360b,True,Genesis Space Ape,Epic,Default,None,Midnight,Cyborg Green,Phoneme Wah,Gold Stud,Space Helmet Blue,Mercenary Armor Black,Mercenary Pants Orange,Waistband Orange,Outworld,Elemental Weapons Proficiency,Black Widow,Genesis Space Ape,Cantina Royale,1,0,2900,1600,0,0,1.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
5.5,7974,Genesis Space Ape #7974,https://metadata.verko.io/dynamic/1/7974,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",00010000231e0e103b001b2809,True,Genesis Space Ape,Silver,Default,None,ShinySilver,Blindfold White,Unshaven Pipe,Ear Tag,Fawks Hawk Brown,Default,Pilot Pants Brown,Tactical Bags Yellow,Artic,Perseverance,Brawler,Genesis Space Ape,Cantina Royale,1,0,2700,1400,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0
5.4,1414,Genesis Space Ape #1414,https://metadata.verko.io/dynamic/1/1414,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",00030000120107023b57142a0b,True,Genesis Space Ape,Epic,Default,None,Zombie,Angry,Bored Pipe,Gold Cross,Fawks Hawk Brown,Company Armor Mk.2 Green,Titan Pants Blue,Tech Belt Green,Outworld,Hodler,Cool Moves,Genesis Space Ape,Cantina Royale,7,351,3613,1990,5,5,1.6,0,10,0,0,0,0,0,0,0,0,0,3,0,0,10,1,0,0,0,0,0
3.9,7577,Genesis Space Ape #7577,https://metadata.verko.io/dynamic/1/7577,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",000100000417180843421e0d09,True,Genesis Space Ape,Silver,Default,None,Cream,Sleepy,Phoneme L,Silver Double Helix,Beanie Brown,Hoodie Black,Rogue Pants Orange,Dual Grenades 1 Blue,Artic,Scavenger,Scatter Weapons Proficiency,Genesis Space Ape,Cantina Royale,2,13,2754,1427,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0
4.0,4444,Genesis Space Ape #4444,https://metadata.verko.io/dynamic/1/4444,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",000200000224170f305517250a,True,Genesis Space Ape,Gold,Default,None,Brown,Holographic Red,Phoneme Ooo,Gold Double Stud,Cowboy Hat Brown,Company Armor Mk.2 Black,Pilot Pants Orange,Tactical Bags Brown,Golden,Resilience,Brawler,Genesis Space Ape,Cantina Royale,3,337,2941,1573,0,0,1.17,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0
14.0,1567,Genesis Space Ape #1567,https://metadata.verko.io/dynamic/1/1567,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",0003000012091a0f396c2c0a0b,True,Genesis Space Ape,Epic,Default,None,Zombie,Cyborg,Phoneme Vuh,Gold Double Stud,Fawks Hawk Black,Pilot Armor Mk.2 Blue,Cyborg Legs Red,Dual Dagger Holster Green,Outworld,Adrenaline Rush,Overshield,Genesis Space Ape,Cantina Royale,1,23,2900,1600,0,0,1.0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.0,3129,Genesis Space Ape #3129,https://metadata.verko.io/dynamic/1/3129,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",000200000f19190d51521c020a,True,Genesis Space Ape,Gold,Default,None,Tan,Wide Eyed,Phoneme Oh,Gold Double Hoop,Headband White,Company Armor Red,Pilot Pants Black,Radio,Golden,Galvanized,Escape Artist,Genesis Space Ape,Cantina Royale,1,0,2800,1500,0,0,1.0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0
1.55,10409,Genesis Space Ape #10409,https://metadata.verko.io/dynamic/1/10409,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",000000000015090000391c0308,True,Genesis Space Ape,Bronze,Default,None,Black,Sad,Unshaven,None,None,T Shirt Green,Pilot Pants Black,Company Bags Green,Desert,Grounded,Hodler,Genesis Space Ape,Cantina Royale,1,21,2600,1350,0,0,1.0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.0,8240,Genesis Space Ape #8240,https://metadata.verko.io/dynamic/1/8240,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",00010000000f1a055368252209,True,Genesis Space Ape,Silver,Default,None,Black,Eyepatch,Phoneme Vuh,Silver Stud,Headband Green,Pilot Armor Brown,Mercenary Pants Blue,Pilot Bags Red,Artic,Grounded,Scatter Weapons Proficiency,Genesis Space Ape,Cantina Royale,1,0,2700,1400,0,0,1.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
10.6,1775,Genesis Space Ape #1775,https://metadata.verko.io/dynamic/1/1775,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",00030000170d0908526f171b0b,True,Genesis Space Ape,Epic,Default,None,Chrome,Cyborg Blue,Unshaven,Silver Double Helix,Headband Brown,Pilot Armor Mk.2 Black,Pilot Pants Orange,Quad Grenades 2 Orange,Outworld,Elemental Weapons Proficiency,Brawler,Genesis Space Ape,Cantina Royale,1,0,2900,1600,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
4.0,5971,Genesis Space Ape #5971,https://metadata.verko.io/dynamic/1/5971,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",00010000231f1000523b230109,True,Genesis Space Ape,Silver,Default,None,ShinySilver,Blindfold Brown,Discomfort,None,Headband Brown,T Shirt Red,Mercenary Pants Black,Ammo Belt,Artic,Nano Meds,Scatter Weapons Proficiency,Genesis Space Ape,Cantina Royale,1,0,2700,1400,0,0,1.0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0
4.3,13866,Genesis Space Ape #13866,https://metadata.verko.io/dynamic/1/13866,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",00000000090510000045060508,True,Genesis Space Ape,Bronze,Default,None,Gray,Bored,Discomfort,None,None,Hoodie Green,Tactical Pants Black,Company Bags Brown,Desert,Elemental Weapons Proficiency,Grounded,Genesis Space Ape,Cantina Royale,1,0,2600,1350,0,0,1.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
32.0,116,Genesis Space Ape #116,https://metadata.verko.io/dynamic/1/116,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",000400001f29160b5382280b0c,True,Genesis Space Ape,Legendary,Default,None,Ruby,Space Goggles Red,Jovial,Gold Triple Helix,Headband Green,Cyborg Body Brown,Cyborg Legs Green,Dual Dagger Holster Black,Neon,Elemental Weapons Proficiency,Resilience,Genesis Space Ape,Cantina Royale,1,17,3000,1750,0,0,1.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10
3.0,5824,Genesis Space Ape #5824,https://metadata.verko.io/dynamic/1/5824,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",000100000c05100e27340f0309,True,Genesis Space Ape,Silver,Default,None,Red,Bored,Discomfort,Silver Double Stud,Cap Green,Large Vest Green,Company Pants Green,Company Bags Green,Artic,Escape Artist,Scavenger,Genesis Space Ape,Cantina Royale,5,737,3064,1587,0,0,1.37,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0
3.1,8159,Genesis Space Ape #8159,https://metadata.verko.io/dynamic/1/8159,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",000100000b2407055364080409,True,Genesis Space Ape,Silver,Default,None,Pink,Holographic Red,Bored Pipe,Silver Stud,Headband Green,Pilot Armor Orange,Tactical Pants Orange,Company Bags Blue,Artic,Grounded,Adrenaline Rush,Genesis Space Ape,Cantina Royale,2,17,2754,1427,0,0,1.08,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.6,5834,Genesis Space Ape #5834,https://metadata.verko.io/dynamic/1/5834,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",0001000000191a082c001c2e09,True,Genesis Space Ape,Silver,Default,None,Black,Wide Eyed,Phoneme Vuh,Silver Double Helix,Captain Hat Blue,Default,Pilot Pants Black,Tech Belt Red,Artic,Scatter Weapons Proficiency,Explosive Weapons Proficiency,Genesis Space Ape,Cantina Royale,3,794,2836,1469,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0
4.4,2941,Genesis Space Ape #2941,https://metadata.verko.io/dynamic/1/2941,"Space Apes are in-game playable and tradable character NFTs inside the Cantina Royale Game. Each Space Ape belongs to a certain rarity: Bronze, Silver, Gold, Epic, Legendary. They come with 3 Base Stats: Vitality, Defence, Agility, and 2 randomly assigned Special Perks. Every Space Ape comes with a unique ID which remains permanent within the game and on-chain.",00020000172419083f5325050a,True,Genesis Space Ape,Gold,Default,None,Chrome,Holographic Red,Phoneme Oh,Silver Double Helix,Fluffy Hat Green,Company Armor Yellow,Mercenary Pants Blue,Company Bags Brown,Golden,Precision Weapons Proficiency,Black Widow,Genesis Space Ape,Cantina Royale,7,1037,3489,1867,5,5,1.6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0
