identifier,nonce,originalUrl,thumbnailUrl,id,rank,stats,Species,Rarity Class,Head,Face,Skin,Eyes,Mouth,Earrings,Headgear,Body,Legs,LegAccessories,Background,Perk 1,Perk 2
CEA-2d29f9-034b,843,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/683.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-f9c11628,683,273,https://metadata.verko.io/dynamic/2/683,Genesis Cantina Elrond Ape,Gold,Default,Camo Open,Camo,Cybermeta Tokyo,Exotic Flower,None,Bunny Headband,Rogue Armor Orange,Tactical Pants Blue,Waistband Blue,Golden,Escape Artist,Hodler
CEA-2d29f9-034c,844,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/436.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-722a8065,436,575,https://metadata.verko.io/dynamic/2/436,Genesis Cantina Elrond Ape,Gold,Augmented,Gold Closed,Gold,Cyborg,None,None,Red Dad Hat,Titan Armor Red,Tactical Pants Green,Tech Belt Orange,Golden,Overachiever,Elemental Weapons Proficiency
CEA-2d29f9-034d,845,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1363.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-39a56fd1,1363,855,https://metadata.verko.io/dynamic/2/1363,Genesis Cantina Elrond Ape,Silver,Default,Gold Closed,Gold,None,None,Tribal,Viking,Mercenary Armor Orange,Tactical Pants Red,Dual Grenades 2 Green,Artic,Nano Meds,Automatic Weapons Proficiency
CEA-2d29f9-034e,846,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1772.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-56fc3a00,1772,1703,https://metadata.verko.io/dynamic/2/1772,Genesis Cantina Elrond Ape,Bronze,Default,Camo Closed,Camo,Monolaser,None,None,None,T Shirt Green,Pilot Pants Brown,Radio,Desert,Grounded,Scatter Weapons Proficiency
CEA-2d29f9-034f,847,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/844.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-94a4ceff,844,379,https://metadata.verko.io/dynamic/2/844,Genesis Cantina Elrond Ape,Silver,Default,Grey Open,Augmented,Green Visor,Lollipop,Punk,Alien Headband,Company Armor Black,Mercenary Pants Black,Titan Bags Blue,Artic,Galvanized,Grounded
CEA-2d29f9-0350,848,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1554.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-541a8b74,1554,1685,https://metadata.verko.io/dynamic/2/1554,Genesis Cantina Elrond Ape,Bronze,Default,Camo Closed,Camo,Cyborg,None,None,None,Large Vest Blue,Tactical Pants Brown,Titan Bags Brown,Desert,Perseverance,Adrenaline Rush
CEA-2d29f9-0351,849,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/18.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-d1a606dd,18,44,https://metadata.verko.io/dynamic/2/18,Genesis Cantina Elrond Ape,Legendary,Default,Gold Open,Gold,3D Glasses,Bone,Tribal,Tennis Headband,Titan Armor Mk.2 Green,Cyborg Legs Orange,Quad Grenades 1 Black,Neon,Nano Meds,Scatter Weapons Proficiency
CEA-2d29f9-0352,850,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1518.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-bd4c1a66,1518,1259,https://metadata.verko.io/dynamic/2/1518,Genesis Cantina Elrond Ape,Bronze,Default,Red Open,Red,Cybermeta Tokyo,Wheat,None,None,Tank Shirt Red,Pilot Pants Black,Titan Bags Brown,Desert,Scavenger,Black Widow
CEA-2d29f9-0353,851,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/985.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-3ee4f4ef,985,1218,https://metadata.verko.io/dynamic/2/985,Genesis Cantina Elrond Ape,Silver,Default,Gold Open,Gold,None,Pacifier,None,None,Company Armor Black,Pilot Pants Blue,Dual Grenades 1 Green,Artic,Galvanized,Perseverance
CEA-2d29f9-0354,852,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1974.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-522e56dd,1974,1190,https://metadata.verko.io/dynamic/2/1974,Genesis Cantina Elrond Ape,Bronze,Default,Red Open,Red,Cybermeta Tokyo,Party Blower,None,None,Tank Shirt Black,Tactical Pants Red,Tactical Bags Blue,Desert,Grounded,Cold Blooded
CEA-2d29f9-0355,853,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1745.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-66773732,1745,2022,https://metadata.verko.io/dynamic/2/1745,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,None,Bone,None,None,Company Armor Black,Tactical Pants Orange,None,Desert,Grounded,Hodler
CEA-2d29f9-0356,854,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/871.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-2ffb995c,871,926,https://metadata.verko.io/dynamic/2/871,Genesis Cantina Elrond Ape,Silver,Default,Camo Closed,Camo,None,None,Tribal,Bob,Pilot Armor Blue,Tactical Pants Brown,Dual Grenades 1 Green,Artic,Cold Blooded,Brawler
CEA-2d29f9-0357,855,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/655.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-3531f04b,655,261,https://metadata.verko.io/dynamic/2/655,Genesis Cantina Elrond Ape,Gold,Default,Camo Open,Camo,Steampunk,Bone,Tribal,Red Dad Hat,Company Armor Mk.2 Blue,Company Pants Orange,Waistband Green,Golden,Grounded,Adrenaline Rush
CEA-2d29f9-0358,856,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1799.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-428619c5,1799,1940,https://metadata.verko.io/dynamic/2/1799,Genesis Cantina Elrond Ape,Bronze,Default,Blue Closed,Blue,None,None,None,None,Tactical Vest Black,Tactical Pants Blue,Company Bags Blue,Desert,Overachiever,Overshield
CEA-2d29f9-0359,857,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/474.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-6d96fc16,474,313,https://metadata.verko.io/dynamic/2/474,Genesis Cantina Elrond Ape,Gold,Default,Platinum Open,Platinum,Zorro Mask,Bone,None,Party,Mercenary Armor Black,Company Pants Red,Tech Belt Green,Golden,Grounded,Nano Meds
CEA-2d29f9-035a,858,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1975.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-549e4c01,1975,1957,https://metadata.verko.io/dynamic/2/1975,Genesis Cantina Elrond Ape,Bronze,Default,Blue Closed,Blue,None,None,None,None,Hoodie Orange,Pilot Pants Black,Titan Bags Brown,Desert,Resilience,Grounded
CEA-2d29f9-035b,859,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/418.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-76cead55,418,885,https://metadata.verko.io/dynamic/2/418,Genesis Cantina Elrond Ape,Gold,Default,Gold Open,Gold,None,Party Blower,None,Paint,Mercenary Armor Mk.2 Black,Tactical Pants Brown,Titan Bags Green,Golden,Black Widow,Perseverance
CEA-2d29f9-035c,860,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1199.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-a46f4a20,1199,403,https://metadata.verko.io/dynamic/2/1199,Genesis Cantina Elrond Ape,Silver,Default,Platinum Open,Platinum,Love Glasses,Bubble Gum,None,Dandy,Tactical Vest Blue,Company Pants Blue,Dual Grenades 2 Black,Artic,Stonewall,Brawler
CEA-2d29f9-035d,861,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1621.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-e27f3679,1621,1160,https://metadata.verko.io/dynamic/2/1621,Genesis Cantina Elrond Ape,Bronze,Default,Red Open,Red,Cybermeta Tokyo,Candy Cane,None,None,Tactical Vest Brown,Tactical Pants Red,Tactical Bags Blue,Desert,Overachiever,Explosive Weapons Proficiency
CEA-2d29f9-035e,862,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/533.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-7fea66aa,533,838,https://metadata.verko.io/dynamic/2/533,Genesis Cantina Elrond Ape,Gold,Default,Gold Open,Gold,None,Rose,None,Japanese Headband,Mercenary Armor Orange,Pilot Pants Brown,Titan Bags Brown,Golden,Scavenger,Grounded
CEA-2d29f9-035f,863,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1855.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-dfe99a0d,1855,1960,https://metadata.verko.io/dynamic/2/1855,Genesis Cantina Elrond Ape,Bronze,Default,Blue Closed,Blue,None,None,None,None,Hoodie Green,Tactical Pants Green,Tactical Bags Blue,Desert,Galvanized,Perseverance
CEA-2d29f9-0360,864,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/50.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-41943538,50,8,https://metadata.verko.io/dynamic/2/50,Genesis Cantina Elrond Ape,Legendary,Default,Robot Open,Robot,MetaScreen Matrix,Party Blower,Tribal,Gold Crown,Rogue Armor Orange,Rogue Pants Orange,Quad Grenades 2 Orange,Neon,Adrenaline Rush,Scatter Weapons Proficiency
CEA-2d29f9-0361,865,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/957.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-f87b44c6,957,458,https://metadata.verko.io/dynamic/2/957,Genesis Cantina Elrond Ape,Silver,Default,Robot Open,Robot,None,Bone,None,Skull,Leather Vest Red,Tactical Pants Red,Pilot Bags Orange,Artic,Explosive Weapons Proficiency,Automatic Weapons Proficiency
CEA-2d29f9-0362,866,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/557.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-91bb4728,557,1433,https://metadata.verko.io/dynamic/2/557,Genesis Cantina Elrond Ape,Gold,Default,Platinum Closed,Platinum,None,None,None,None,Company Armor Yellow,Tactical Pants Black,Tech Belt Black,Golden,Escape Artist,Nano Meds
CEA-2d29f9-0363,867,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/242.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-0397bafb,242,227,https://metadata.verko.io/dynamic/2/242,Genesis Cantina Elrond Ape,Epic,Default,Zombie Open,Zombie,MetaScreen EAC,Pacifier,None,Tennis Headband,Company Armor Red,Pilot Pants Green,Tech Belt Black,Outworld,Adrenaline Rush,Elemental Weapons Proficiency
CEA-2d29f9-0364,868,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/326.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-c246233b,326,150,https://metadata.verko.io/dynamic/2/326,Genesis Cantina Elrond Ape,Epic,Default,Grey Open,Augmented,MetaScreen Matrix,Bone,Punk,Sponge,Pilot Armor Mk.2 Brown,Mercenary Pants Green,Tech Belt Brown,Outworld,Galvanized,Overshield
CEA-2d29f9-0365,869,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/65.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-ec115e50,65,21,https://metadata.verko.io/dynamic/2/65,Genesis Cantina Elrond Ape,Legendary,Augmented,Gold Open,Gold,Diving Mask,Lollipop,None,Gold Crown,Mercenary Armor Mk.2 Red,Cyborg Legs Green,Quad Grenades 2 Black,Neon,Overshield,Hodler
CEA-2d29f9-0366,870,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1474.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-3e38c0bd,1474,1715,https://metadata.verko.io/dynamic/2/1474,Genesis Cantina Elrond Ape,Bronze,Default,Red Open,Red,None,Pacifier,Tribal,None,Tank Shirt Black,Tactical Pants Red,None,Desert,Scavenger,Stonewall
CEA-2d29f9-0367,871,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1540.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-224e2468,1540,1375,https://metadata.verko.io/dynamic/2/1540,Genesis Cantina Elrond Ape,Bronze,Default,Camo Open,Camo,None,Octopus Tentacle,Punk,None,Large Vest Blue,Tactical Pants Brown,Tactical Bags Blue,Desert,Galvanized,Cold Blooded
CEA-2d29f9-0368,872,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/444.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-a30c3fdd,444,377,https://metadata.verko.io/dynamic/2/444,Genesis Cantina Elrond Ape,Gold,Default,Grey Open,Augmented,Cyborg,Octopus Tentacle,None,Red Dad Hat,Company Armor Mk.2 Yellow,Tactical Pants Red,Quad Grenades 1 Green,Golden,Brawler,Escape Artist
CEA-2d29f9-0369,873,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1216.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-4fd52ec8,1216,496,https://metadata.verko.io/dynamic/2/1216,Genesis Cantina Elrond Ape,Silver,Default,Robot Closed,Robot,Green Visor,None,None,Black Beanie,Hoodie Green,Mercenary Pants Green,Titan Bags Brown,Artic,Precision Weapons Proficiency,Elemental Weapons Proficiency
CEA-2d29f9-036a,874,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1548.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-c1c5e2bf,1548,1962,https://metadata.verko.io/dynamic/2/1548,Genesis Cantina Elrond Ape,Bronze,Default,Camo Closed,Camo,None,None,None,None,Tactical Vest Black,Pilot Pants Black,Company Bags Black,Desert,Elemental Weapons Proficiency,Adrenaline Rush
CEA-2d29f9-036b,875,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1436.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-b91257bc,1436,1640,https://metadata.verko.io/dynamic/2/1436,Genesis Cantina Elrond Ape,Bronze,Default,Blue Closed,Blue,Love Glasses,None,None,None,T Shirt Black,Tactical Pants Brown,Tactical Bags Brown,Desert,Galvanized,Scatter Weapons Proficiency
CEA-2d29f9-036c,876,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1717.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-167e4980,1717,1880,https://metadata.verko.io/dynamic/2/1717,Genesis Cantina Elrond Ape,Bronze,Default,Red Closed,Red,None,None,None,None,Hoodie Brown,Tactical Pants Red,Titan Bags Red,Desert,Cool Moves,Brawler
CEA-2d29f9-036d,877,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/2123.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-d51b941b,2123,1440,https://metadata.verko.io/dynamic/2/2123,Genesis Cantina Elrond Ape,Bronze,Default,Camo Open,Camo,None,Exotic Flower,Punk,None,Default,Tactical Pants Red,Titan Bags Brown,Desert,Brawler,Adrenaline Rush
CEA-2d29f9-036e,878,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1704.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-410cd8a8,1704,1791,https://metadata.verko.io/dynamic/2/1704,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,None,Bone,None,None,Hoodie Orange,Tactical Pants Green,Titan Bags Red,Desert,Black Widow,Overachiever
CEA-2d29f9-036f,879,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1701.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-d3cb5f4e,1701,1712,https://metadata.verko.io/dynamic/2/1701,Genesis Cantina Elrond Ape,Bronze,Default,Red Open,Red,None,Bone,None,None,Leather Vest Black,Tactical Pants Blue,Company Bags Green,Desert,Scavenger,Hodler
CEA-2d29f9-0370,880,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/590.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-5ca46f11,590,898,https://metadata.verko.io/dynamic/2/590,Genesis Cantina Elrond Ape,Gold,Default,Grey Closed,Augmented,Cyborg,None,None,Japanese Headband,Company Armor Mk.2 Red,Rogue Pants Black,None,Golden,Nano Meds,Overachiever
CEA-2d29f9-0371,881,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/696.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-78c8c68f,696,472,https://metadata.verko.io/dynamic/2/696,Genesis Cantina Elrond Ape,Gold,Default,Grey Open,Augmented,Cybermeta Tokyo,Candy Cane,None,Black Beanie,Company Armor Mk.2 Blue,Mercenary Pants Orange,Company Bags Black,Golden,Escape Artist,Adrenaline Rush
CEA-2d29f9-0372,882,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/841.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-35863ec3,841,1439,https://metadata.verko.io/dynamic/2/841,Genesis Cantina Elrond Ape,Silver,Default,Gold Closed,Gold,None,None,None,None,Large Vest Brown,Mercenary Pants Red,Pilot Bags Blue,Artic,Elemental Weapons Proficiency,Scatter Weapons Proficiency
CEA-2d29f9-0373,883,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/47.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-db0ff56d,47,23,https://metadata.verko.io/dynamic/2/47,Genesis Cantina Elrond Ape,Legendary,Default,Gold Closed,Gold,MetaScreen Red,Mustache,Punk,Sugegasa,Cyborg Body Brown,Titan Pants Green,Mortars Black,Neon,Overshield,Explosive Weapons Proficiency
CEA-2d29f9-0374,884,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/553.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-ee45c6eb,553,679,https://metadata.verko.io/dynamic/2/553,Genesis Cantina Elrond Ape,Gold,Default,Camo Open,Camo,None,Rose,None,Red Beanie,Mercenary Armor Orange,Pilot Pants Orange,Dual Dagger Holster Black,Golden,Brawler,Elemental Weapons Proficiency
CEA-2d29f9-0375,885,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/969.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-8dae48ae,969,1402,https://metadata.verko.io/dynamic/2/969,Genesis Cantina Elrond Ape,Silver,Default,Blue Open,Blue,None,Candy Cane,None,None,Company Armor Orange,Tactical Pants Black,Dagger Holster Green,Artic,Hodler,Automatic Weapons Proficiency
CEA-2d29f9-0376,886,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/911.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-d7315d21,911,570,https://metadata.verko.io/dynamic/2/911,Genesis Cantina Elrond Ape,Silver,Default,Red Open,Red,Monolaser,Candy Cane,None,Bowler,Tactical Vest Blue,Mercenary Pants Blue,Dual Grenades 1 Black,Artic,Black Widow,Overshield
CEA-2d29f9-0377,887,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/135.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-0773b7e5,135,596,https://metadata.verko.io/dynamic/2/135,Genesis Cantina Elrond Ape,Epic,Default,Platinum Closed,Platinum,None,None,None,Welding Helmet,Pilot Armor Mk.2 White,Titan Pants Green,Tech Belt Black,Outworld,Escape Artist,Stonewall
CEA-2d29f9-0378,888,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1998.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-74276ffb,1998,1317,https://metadata.verko.io/dynamic/2/1998,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,Steampunk,Rose,None,None,Tank Shirt Green,Tactical Pants Blue,Ammo Belt,Desert,Precision Weapons Proficiency,Nano Meds
CEA-2d29f9-0379,889,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/656.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-475ccb92,656,894,https://metadata.verko.io/dynamic/2/656,Genesis Cantina Elrond Ape,Gold,Default,Camo Open,Camo,Green Visor,Candy Cane,None,None,Pilot Armor Black,Company Pants Yellow,Pilot Bags Red,Golden,Precision Weapons Proficiency,Galvanized
CEA-2d29f9-037a,890,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1110.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-abd915af,1110,782,https://metadata.verko.io/dynamic/2/1110,Genesis Cantina Elrond Ape,Silver,Default,Grey Open,Augmented,None,Candy Cane,Punk,Green Dad Hat,Hoodie Brown,Pilot Pants Brown,Pilot Bags Orange,Artic,Explosive Weapons Proficiency,Hodler
CEA-2d29f9-037b,891,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/552.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-aa5d46f2,552,1104,https://metadata.verko.io/dynamic/2/552,Genesis Cantina Elrond Ape,Gold,Default,Platinum Closed,Platinum,Love Glasses,None,None,None,Mercenary Armor Blue,Mercenary Pants Blue,Tech Belt Orange,Golden,Grounded,Galvanized
CEA-2d29f9-037c,892,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1964.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-a90fca40,1964,1881,https://metadata.verko.io/dynamic/2/1964,Genesis Cantina Elrond Ape,Bronze,Default,Red Closed,Red,None,None,None,None,T Shirt Orange,Company Pants Black,Titan Bags Green,Desert,Escape Artist,Perseverance
CEA-2d29f9-037d,893,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/233.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-28d4ca73,233,33,https://metadata.verko.io/dynamic/2/233,Genesis Cantina Elrond Ape,Epic,Augmented,Zombie Closed,Zombie,MetaScreen Matrix,None,Tribal,Party,Pilot Armor Mk.2 Blue,Titan Pants Orange,Dual Dagger Holster Brown,Outworld,Cool Moves,Nano Meds
CEA-2d29f9-037e,894,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/76.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-7de1e46a,76,41,https://metadata.verko.io/dynamic/2/76,Genesis Cantina Elrond Ape,Legendary,Augmented,Gold Open,Gold,3D Glasses,Octopus Tentacle,Punk,Gold Crown,Mercenary Armor Mk.2 Orange,Cyborg Legs Red,Titan Bags Red,Neon,Black Widow,Cold Blooded
CEA-2d29f9-037f,895,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1794.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-466ea247,1794,1656,https://metadata.verko.io/dynamic/2/1794,Genesis Cantina Elrond Ape,Bronze,Default,Red Open,Red,None,Bone,None,None,Tank Shirt Blue,Tactical Pants Orange,Radio,Desert,Elemental Weapons Proficiency,Black Widow
CEA-2d29f9-0380,896,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1156.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-9f0b7431,1156,1344,https://metadata.verko.io/dynamic/2/1156,Genesis Cantina Elrond Ape,Silver,Default,Zombie Closed,Zombie,None,None,None,None,Leather Vest Red,Pilot Pants Brown,Pilot Bags Blue,Artic,Hodler,Brawler
CEA-2d29f9-0381,897,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/2043.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-c6d649ff,2043,1659,https://metadata.verko.io/dynamic/2/2043,Genesis Cantina Elrond Ape,Bronze,Default,Camo Open,Camo,None,Lollipop,None,None,T Shirt Orange,Tactical Pants Blue,Tactical Bags Green,Desert,Escape Artist,Perseverance
CEA-2d29f9-0382,898,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/2135.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-07d9b26b,2135,1382,https://metadata.verko.io/dynamic/2/2135,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,Cyborg,Wheat,None,None,Tactical Vest Black,Tactical Pants Black,Tactical Bags Green,Desert,Scatter Weapons Proficiency,Nano Meds
CEA-2d29f9-0383,899,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1742.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-bba55615,1742,1570,https://metadata.verko.io/dynamic/2/1742,Genesis Cantina Elrond Ape,Bronze,Default,Red Open,Red,None,Lollipop,None,None,Large Vest Green,Company Pants Black,Company Bags Brown,Desert,Grounded,Galvanized
